datetime,Open,High,Low,Close,Volume
2024-08-15 04:00:00,19251.859375,19502.919921875,19239.939453125,19490.150390625,5478170000
2024-08-16 04:00:00,19393.73046875,19561.240234375,19376.720703125,19508.51953125,5138150000
2024-08-19 04:00:00,19521.9296875,19767.4296875,19445.099609375,19766.490234375,5564300000
2024-08-20 04:00:00,19736.349609375,19835.380859375,19652.1796875,19719.8203125,5305260000
2024-08-21 04:00:00,19758.470703125,19885.33984375,19690.640625,19824.83984375,4765150000
2024-08-22 04:00:00,19911.279296875,19938.890625,19459.859375,19491.83984375,5065360000
2024-08-23 04:00:00,19669.779296875,19818.400390625,19526.630859375,19720.869140625,5380810000
2024-08-26 04:00:00,19679.240234375,19726.900390625,19437.33984375,19516.439453125,5110940000
2024-08-27 04:00:00,19450.5703125,19617.919921875,19369.529296875,19581.51953125,4362380000
2024-08-28 04:00:00,19567.44921875,19587.0390625,19221.48046875,19350.779296875,5211920000
2024-08-29 04:00:00,19425.279296875,19622.73046875,19281.650390625,19325.44921875,5727780000
2024-08-30 04:00:00,19506.26953125,19582.169921875,19326.619140625,19574.640625,5531150000
2024-09-03 04:00:00,19438.109375,19438.109375,18869.80078125,18958.740234375,5813970000
2024-09-04 04:00:00,18832.640625,19070.8203125,18808.759765625,18921.400390625,5011820000
2024-09-05 04:00:00,18864.419921875,19102.359375,18806.830078125,18930.330078125,4983030000
2024-09-06 04:00:00,18903.029296875,18930.76953125,18400.970703125,18421.310546875,5549030000
2024-09-09 04:00:00,18579.80078125,18693.859375,18469.400390625,18660.779296875,5132150000
2024-09-10 04:00:00,18722.150390625,18845.740234375,18570.669921875,18829.140625,4963740000
2024-09-11 04:00:00,18866.0,19266.390625,18531.580078125,19237.30078125,6086930000
2024-09-12 04:00:00,19236.419921875,19456.41015625,19166.80078125,19423.0703125,4983120000
2024-09-13 04:00:00,19396.099609375,19556.80078125,19384.689453125,19514.58984375,4802880000
2024-09-16 04:00:00,19412.7890625,19446.060546875,19294.1796875,19423.060546875,4675530000
2024-09-17 04:00:00,19539.75,19596.33984375,19337.119140625,19432.400390625,4959520000
2024-09-18 04:00:00,19478.509765625,19643.509765625,19330.810546875,19344.490234375,5611630000
2024-09-19 04:00:00,19798.7109375,19951.7890625,19723.939453125,19839.830078125,5574650000
2024-09-20 04:00:00,19816.2890625,19845.69921875,19632.73046875,19791.490234375,9914480000
2024-09-23 04:00:00,19848.7109375,19892.779296875,19797.8203125,19852.19921875,5237310000
2024-09-24 04:00:00,19917.560546875,19984.470703125,19739.669921875,19944.83984375,5347580000
2024-09-25 04:00:00,19922.279296875,20043.4296875,19921.220703125,19972.609375,4858060000
